Intercept,X1,X2,X3,Y
1.0,-1.6364709,-1.1014342,-1.6256969,0.0
1.0,-0.64095837,-0.50070196,0.5239428,0.0
1.0,-1.9644418,-1.7054057,-1.6056296,0.0
1.0,-1.5737641,-1.6884364,-0.8133689,0.0
1.0,0.8917546,0.73385936,1.5075662,1.0
1.0,1.9208854,1.8468612,0.8009041,1.0
1.0,1.4581579,0.6063605,1.0102617,1.0
1.0,1.3122042,1.0009773,1.0977175,1.0
1.0,-1.1828331,-1.0376077,-0.4397059,0.0
1.0,0.39909962,-0.9600557,-0.567266,0.0
1.0,0.7018451,0.882041,-0.010112882,1.0
1.0,-0.16136017,-0.035163015,-0.39735654,0.0
1.0,0.5418174,0.5572146,-0.08510691,1.0
1.0,0.3941123,0.2691852,-0.029411137,1.0
1.0,-0.4319247,-1.2205299,-0.122357965,0.0
1.0,-1.5857664,-0.7576282,-0.91792816,0.0
1.0,2.4472816,2.0745683,1.473876,1.0
1.0,-0.6242152,-0.80872107,-0.08998072,0.0
1.0,1.0074322,0.7133004,-0.10440987,1.0
1.0,0.77099496,0.6085715,0.52529866,1.0
1.0,0.079250656,0.53313786,1.1922158,1.0
1.0,-1.063866,-0.3575405,-1.0369321,0.0
1.0,-0.6893014,-0.38625377,-1.0937033,1.0
1.0,1.3508459,0.65684885,0.59406984,1.0
1.0,0.306491,0.3135414,0.84293675,1.0
1.0,0.57269144,0.73467404,0.35648113,1.0
1.0,0.30009538,-0.41369975,0.27215677,0.0
1.0,-1.1784877,-0.5139844,-0.9320126,0.0
1.0,0.07620528,0.883922,0.36290032,1.0
1.0,2.062471,1.635112,2.112457,1.0
1.0,0.765737,0.7339047,0.5648907,1.0
1.0,0.56417197,0.7528559,0.88037634,1.0
1.0,-1.3365932,-1.2234133,-1.705823,0.0
1.0,1.0858576,1.0514667,1.3038588,1.0
1.0,0.6604705,0.7221872,0.6512976,1.0
1.0,0.6097051,0.7622119,0.13999873,1.0
1.0,0.38097414,1.1642131,0.34520316,1.0
1.0,2.9394174,3.1929872,2.7607694,1.0
1.0,-0.25373545,-0.2031848,0.51900387,1.0
1.0,0.95405483,1.1243331,0.85013396,1.0
1.0,0.5950644,-0.46916923,0.073465325,1.0
1.0,0.7484276,1.0713706,1.2931404,1.0
1.0,0.83302915,1.3368099,1.3941262,1.0
1.0,-0.6737717,0.08539271,-0.09700216,1.0
1.0,-0.1272632,-0.81227297,-0.5681266,0.0
1.0,0.7638129,0.865546,0.54916227,1.0
1.0,-0.1226828,-0.35964698,-0.39727873,0.0
1.0,-1.1692847,-1.0907497,-0.14731324,0.0
1.0,1.1496743,0.46600753,0.26945323,1.0
1.0,0.4453791,0.084884375,0.069689274,1.0
1.0,0.31900445,0.03984362,0.12483224,1.0
1.0,-0.5067489,-1.3112743,-0.9801048,0.0
1.0,0.17621139,0.1894714,0.22259669,1.0
1.0,-0.8923905,-0.30955005,-0.009729266,0.0
1.0,1.3775028,0.60016304,0.82044613,1.0
1.0,-0.13496576,0.20782411,0.3337672,1.0
1.0,1.2381485,0.6883054,0.4160442,1.0
1.0,-0.7566712,0.41265827,-0.16803643,0.0
1.0,1.4384791,1.3690486,1.6598043,1.0
1.0,-0.58454,-0.04946968,-0.14383452,0.0
1.0,-0.84017664,-0.6405211,-1.2891569,0.0
1.0,-0.96242154,-0.8125806,-0.50013494,0.0
1.0,-1.7907754,-1.7759819,-1.2907089,0.0
1.0,-0.74418426,-1.1949692,-1.6953902,0.0
1.0,0.1330086,0.5595116,0.06587258,1.0
1.0,0.5715351,1.4580792,0.48589057,1.0
1.0,1.8024869,2.3471327,1.8046694,1.0
1.0,0.20778611,-0.67765427,0.027676195,1.0
1.0,-0.5113369,0.2910666,1.0584303,1.0
1.0,0.48450714,0.27051792,0.42835388,1.0
1.0,0.005837252,-0.47046492,-0.5613657,0.0
1.0,-0.29880074,-0.036790833,0.7341386,1.0
