Intercept,X1,X2,X3,Y
1.0,-1.4948947,-1.1490736,-0.24943388,0.0
1.0,0.80427825,1.941819,0.6830041,1.0
1.0,-0.19958322,-2.0369883,-1.6542811,0.0
1.0,-0.79327244,-1.513829,0.06459897,0.0
1.0,-0.19547471,-1.3546696,0.1081608,0.0
1.0,-0.12635517,0.095259786,-1.1726538,1.0
1.0,-0.21960309,1.0074914,-1.285188,1.0
1.0,-0.11609302,0.16829056,1.1947505,1.0
1.0,-0.4597093,0.38192454,-0.56397337,1.0
1.0,-1.0003502,0.05144492,0.08443975,1.0
1.0,-0.7458851,0.027028346,1.6194607,1.0
1.0,-0.30802336,-0.50033194,0.9286305,1.0
1.0,0.57626337,1.319943,1.2360377,1.0
1.0,0.012115208,0.46269435,0.52384454,1.0
1.0,1.7940744,0.09709168,0.37302345,1.0
1.0,-0.20986031,-1.0642238,-1.4178683,0.0
1.0,2.3074875,0.39525446,-0.69965917,0.0
1.0,1.3606093,0.70624495,-1.5283376,1.0
1.0,-1.8616544,0.18252239,-1.6267154,0.0
1.0,-0.12072047,0.95057124,-0.083252884,1.0
1.0,-0.43132922,0.71270007,0.9823435,1.0
1.0,0.61691815,0.1308006,0.5356059,1.0
1.0,0.6567988,0.8238482,-0.8520454,1.0
1.0,0.91491574,0.87007,0.6725528,1.0
1.0,-1.651307,1.9592195,1.2897294,1.0
1.0,-0.19154061,-1.5211517,-1.214041,0.0
1.0,0.41618624,-0.37306526,0.11195675,0.0
1.0,0.04917066,-0.246466,0.9282502,1.0
1.0,-0.53439224,-0.55843306,1.9775023,1.0
1.0,-1.1114497,0.99225515,1.82731,1.0
1.0,-0.21904199,2.1378775,1.5037984,1.0
1.0,-1.1871209,0.89211875,0.11391493,0.0
1.0,-0.76191586,-1.7542694,0.2862769,0.0
1.0,0.70920694,1.6444917,-0.5535765,1.0
1.0,-0.33954838,-0.18107875,1.879323,1.0
1.0,0.51369923,-0.85358214,-0.16614802,1.0
1.0,1.4858952,-0.55437785,-1.2865912,0.0
1.0,-1.5261977,0.40582395,-0.5853601,0.0
1.0,0.6923893,0.49469936,-0.6257787,0.0
1.0,1.897397,-1.1250464,0.42322508,1.0
1.0,0.41924697,1.3182265,0.5372077,1.0
1.0,0.041958798,-0.39619806,0.47248983,0.0
1.0,-0.59465843,1.9697667,1.1017568,1.0
1.0,1.0087049,0.13965943,-0.41477212,1.0
1.0,0.69250596,-0.5496372,0.32576746,1.0
1.0,-0.25296426,-0.9581016,0.0696448,1.0
1.0,1.1254553,-0.39714703,-2.250658,0.0
1.0,0.10923155,-1.6390947,0.24426661,0.0
