Intercept,X1,X2,X3,Y
1.0,0.68954664,0.42300954,-2.0591586,-1.5617691
1.0,0.5001754,-2.509862,1.183399,-1.1880536
1.0,0.22773977,2.1673021,0.7813823,1.9241326
1.0,0.6485067,1.3639277,-1.8370233,1.8838897
1.0,0.17779663,1.2484413,-1.2614977,0.43156353
1.0,0.7556566,-1.1907632,-0.31940472,-0.6797191
1.0,-0.09942234,0.9057126,0.90101546,1.0683022
1.0,0.32002988,-1.9005015,0.33060038,-0.06028229
1.0,-0.5743643,-0.5936854,1.523707,-0.96890426
1.0,-0.9593838,-0.7680552,-0.8218125,-1.5500057
1.0,-0.58852226,-0.5551824,-1.7460512,-1.006851
1.0,0.38216078,-1.3702662,-0.12065297,1.8473198
1.0,2.140102,1.1440625,2.1198604,2.3627875
1.0,0.9012343,0.61565524,-0.03290828,0.14678866
1.0,1.3114974,-1.4775155,0.5767405,-0.5744613
1.0,-1.7440264,-0.08290652,1.540707,0.746685
1.0,-0.44748542,-1.3954566,0.55122846,-0.5218632
1.0,1.0038886,-1.9847529,-1.1445774,-1.6437881
1.0,0.7615255,-0.7642154,0.8885771,0.06443092
1.0,-0.7228047,0.117723264,0.496841,1.1050714
1.0,0.6654442,-0.41185406,0.55659235,-0.23480338
1.0,0.9719635,0.34755635,-0.61021525,0.22735284
1.0,-1.2840015,-1.0720475,0.2394746,-0.38998714
1.0,-0.26036924,0.2460466,0.38184738,1.2968106
1.0,-2.8329358,-0.55234015,1.2813861,-2.870891
1.0,0.74015516,0.5049148,1.05199,-1.0013288
1.0,1.4745407,-0.54209995,0.9189019,0.92906517
1.0,-0.031085929,-1.7223265,-0.868682,-1.3102072
1.0,0.7181554,0.8006426,1.0214425,1.3642311
1.0,1.0608453,-0.16281866,0.16140175,1.5843818
1.0,-0.5336821,-1.9742824,-0.7138537,-0.9794579
1.0,-0.4887465,0.7717882,-1.2279887,-0.03185068
1.0,-2.5976894,-0.44945073,-1.8237281,-2.0429358
1.0,-0.039649718,0.37561157,-1.3039033,1.1131791
1.0,1.6470447,1.987637,-0.39972165,0.45970106
1.0,0.69316095,-1.6376207,0.2337535,-0.10352503
1.0,-1.0060725,-0.5060361,-0.7832869,0.6398201
1.0,-0.0008336982,0.39662427,1.1438594,0.04141289
1.0,-0.44644067,-0.052247185,-0.9658038,0.84969586
1.0,0.28677997,0.5964926,-2.351668,-0.022986904
1.0,-0.93187404,-0.5938079,1.1355733,-0.3633226
1.0,0.27999663,0.732005,-0.04052381,1.1623555
1.0,0.10213538,-0.043630704,-0.61301446,-1.4991293
1.0,0.5323284,1.2644771,0.009568238,0.8200992
1.0,1.1514984,0.15629274,-0.59369063,0.7468642
1.0,-0.5890902,0.093276344,1.0568521,0.87676585
1.0,0.49829942,1.1082475,-0.041286126,0.5668261
1.0,-0.47746575,2.7173347,0.5718374,1.7340853
1.0,1.77463,1.249741,-0.54357934,1.0259998
1.0,0.5983467,1.20281,-0.122049406,0.33005258
1.0,0.27118042,0.73179644,-0.030623663,0.59967566
1.0,-1.9034517,-0.7625948,-1.3569323,-1.1843576
1.0,0.692607,3.019358,0.56962335,1.390806
1.0,0.20156677,-0.14169334,-0.075883105,-0.4083219
1.0,-1.334858,-0.9671933,1.7690613,-0.119264156
1.0,2.2463524,0.829697,-1.0164701,0.18078876
1.0,-0.0546396,-0.52421963,1.4405729,-0.1833134
1.0,0.8779704,-0.27874252,1.5924847,1.6498117
1.0,-0.994307,-2.1405072,0.34496242,-1.6391655
1.0,-0.22385477,-1.1160254,-1.030484,0.114524186
1.0,-2.5243063,-2.177915,-0.39314088,-1.9038225
1.0,0.19379035,1.1800274,0.8257682,1.8657854
1.0,0.7352364,-1.4425385,-0.2392934,0.7028396
1.0,0.5033059,0.23126166,0.19085135,1.5734489
1.0,0.78016233,0.75742644,-0.26328525,-1.0374091
1.0,-1.5388108,-1.981608,0.0101184705,-0.81925386
1.0,-1.6161994,0.31171358,-0.527873,-0.8201719
1.0,-0.936218,1.2491351,1.4130573,0.5565426
1.0,-1.5795969,0.42179438,0.30189034,-1.6870639
1.0,0.9431733,-0.64248747,0.5822888,0.31534544
1.0,-0.779196,1.8014532,-0.05659153,0.61380196
1.0,-0.3028117,1.5439761,-0.10464529,1.1293987
1.0,0.7761229,-0.275759,-1.5912449,-0.7518419
