"Intercept","X3","X2","X2_X3","X1","X1_X3","X1_X2","X1_X2_X3"
8.70649399924902e-07,6.93598359223997e-05,2.07340442351268e-05,0.00334539876893983,5.77951348120505e-05,0.000691194195533094,0.0265891803940881,0.969225466977069
3.57909693516954e-06,2.05030010728183e-05,0.000167693455493095,0.00727689596602498,8.47789262172444e-07,9.32712387041811e-06,0.000237292324618404,0.992283861242723
1.04226882136199e-07,2.05323187848666e-07,3.21047306445181e-05,0.000220860315025465,0.000251086889251955,0.000284435342358039,0.10885311021292,0.89035809295973
6.34888716417146e-09,2.13134671253672e-08,3.56460976719647e-06,0.00130227808567635,9.67301048373657e-08,4.44917384351224e-07,0.000129578244266587,0.998564009750446
5.33010440125576e-05,2.01089825581551e-05,0.00221870557369463,0.00124356778941762,4.3759424729817e-05,3.77325816274417e-05,0.0627042087815616,0.933678615822398
3.14293131760634e-08,9.34331105310819e-09,0.000374998730691437,9.08709998374457e-05,1.17371444960444e-06,2.89141543610456e-05,0.0237764500212565,0.97572755160678
0.000124355648233305,0.000300425581043837,0.000650403471425341,0.00111875018341919,0.000291142208541175,0.00216073243939806,0.0677390792411817,0.927615111226758
2.2410854690103e-07,2.01597510344791e-07,5.254905054565e-05,0.000198200632506748,5.26497156130865e-06,4.10632233957519e-06,0.0757132479971322,0.924026205319857
2.91274077027658e-06,5.75835028544423e-07,0.0640385975814176,0.137323097443987,5.77301065549812e-06,1.99058902856506e-06,0.0370212647033568,0.761605788095756
5.89539008859613e-06,3.09344069805544e-05,5.17227095759147e-06,0.000426576615245839,0.000272960722106411,0.000193410395880724,0.0531800042871124,0.945885045911628
2.47806667765147e-09,2.01020902996505e-06,3.34883127523276e-07,1.07614758173651e-05,8.84090305980433e-07,0.00157511097661513,0.00729174736865729,0.99111914851838
6.330870275371e-08,6.66122842622433e-07,6.21706599526194e-06,0.000527273534589706,1.87540005469602e-08,1.16961233517573e-06,7.5112225986613e-06,0.999457080378935
7.45794622093598e-09,3.5011743335907e-09,1.26957760094716e-06,2.32483810143791e-06,2.50746232500669e-05,0.000116090438869036,0.00353069404620043,0.996324535516858
1.70017674849609e-06,4.45466008973518e-07,0.00171997874297448,0.00512553086101479,0.00556512367580553,0.00122230828104878,0.409238802061743,0.577126110734656
1.16004137438304e-06,1.30373168800174e-06,9.77455869292939e-05,7.98796819322033e-05,1.0991934584161e-06,1.68974075898304e-05,0.00299220195284469,0.996809712404183
9.36591129751116e-09,4.96010102013144e-06,8.05737508488848e-08,1.69585689044046e-05,3.86717605141308e-08,0.000888122112010468,6.0304104703845e-06,0.999083800196172
3.12356735066626e-07,1.5374295322984e-05,1.1866741134892e-06,0.000643721380234124,1.79567416013478e-07,3.84588683179212e-05,3.75437396838047e-06,0.999297012483892
7.88023165748108e-08,4.80744826278312e-08,5.66600712134829e-06,6.53951082591824e-06,0.000497426182297764,0.00216557723741907,0.0299986236083396,0.967326040577197
3.53587021709812e-08,6.73137930137181e-07,0.000113985019600157,0.00121891860591277,2.18029049642787e-08,2.1374177073619e-06,0.00132891993139146,0.997335308725851
7.00482288782763e-08,8.23943724060568e-07,3.58663244818083e-06,0.000228291885977569,0.000974143498732611,0.00355071439078385,0.0240469038631882,0.971195465736917
4.04881317331412e-10,1.41319694544659e-09,1.11613647118199e-08,1.37013930669921e-06,1.15956977659663e-08,9.54080565625287e-08,5.98946062504557e-06,0.999992520416871
0.000443595649723083,0.000171382814183465,0.000155204850147276,0.0001236612053105,0.00763929156636701,0.0378637151694006,0.00452004205990602,0.949083106684962
2.93736992974135e-07,2.60186313659143e-06,7.23658567140702e-06,0.000219520197606874,2.08443794224159e-05,0.00292587832073672,0.000402609643528853,0.996421015272904
1.44692594180037e-08,6.53200150843423e-09,1.784100672421e-05,2.11057408421892e-05,8.78639835485457e-08,1.04768244424118e-07,0.00873450265397982,0.991226336964965
1.81537708937851e-07,2.23611265922363e-06,8.51594405795561e-06,0.0625732590956922,2.70044384738134e-06,2.4486864524257e-05,8.27686128716521e-05,0.937305851388638
3.26794211255436e-06,1.02140628179903e-05,7.57275864134448e-05,0.00353701311678427,8.58181067962388e-05,0.000112202702874233,0.0245252464654256,0.971650510016776
1.03183941609166e-05,5.53551402171536e-06,0.000190460209264053,0.000111023358582233,3.46406262341956e-05,0.000455047753582117,0.00497300840904585,0.994219965735109
4.4693964542753e-08,1.3765984627045e-08,1.56148170483449e-05,8.33246426621703e-05,4.09223863741775e-07,1.34847669193201e-07,0.00809344455833828,0.991807013450469
1.80514211591103e-09,7.15076325079185e-08,1.78409768893327e-07,2.16977709992122e-05,3.03118553025654e-08,3.54603411091403e-06,6.83625221610601e-05,0.99990611163833
3.53294437402552e-07,3.75735704619407e-05,1.6173924361726e-06,0.000444748584344166,2.47756503679587e-07,4.92346579336791e-05,6.20534585353712e-05,0.999404171285348
1.11596547960387e-05,2.59226120864892e-05,7.44440107914262e-05,0.000474341965074379,7.60107516691032e-06,5.56977498186892e-05,0.00104479606807993,0.998306036864186
2.76555321045079e-09,1.96578270347157e-09,2.30755024265559e-09,4.75446627138524e-09,6.62024875681418e-05,5.21431031159398e-05,0.0127790359071901,0.987102606708773
1.18735302584326e-07,1.0004115522916e-07,3.85352723048535e-05,6.95294663644743e-05,2.40808821481147e-07,4.25653778608862e-07,0.0126776527154993,0.987213397306773
6.45017101587471e-07,1.62846813055346e-06,7.16683851393557e-05,0.00103951644414807,6.56361242269229e-07,1.14113676705895e-05,0.000288177299640375,0.998586296656927
2.75041761291569e-09,1.1516562848678e-07,1.2542645690542e-07,4.88867837619634e-05,1.58686832960332e-07,3.1520797659669e-05,1.86601393639626e-05,0.999900530249878
1.78825343270466e-06,7.50000894861998e-06,1.34715234574969e-06,0.000553611512463269,3.78456170402883e-05,5.86049215593618e-05,0.000405989408633172,0.998933313125577
1.14440125862715e-08,3.1125149735537e-09,1.77043654073979e-06,1.25020196587744e-06,5.77980489464598e-07,1.14597792869135e-07,0.715874705504255,0.284121566722429
7.86538895124828e-05,4.54158149270022e-05,8.99209894381577e-05,6.60062900219131e-05,0.000754189444498653,0.000710912510893831,0.163006208673253,0.835248692387455
1.76123657221766e-06,1.56771817311331e-06,0.000212187419966482,0.000118206541604652,1.42072879568091e-05,4.00738481111172e-05,0.188017852500787,0.811594143446829
2.34827363600129e-05,7.3871770090626e-05,0.00581331448597076,0.007803928217191,6.8028493105648e-06,2.46892286717615e-05,0.334221188103946,0.65203272260846
1.47696681097979e-08,3.58412829655683e-09,2.35619162729309e-07,1.20585294290371e-07,1.2796790152149e-06,3.91156867999869e-07,0.0537785525675627,0.946219402038301
2.45083288912517e-08,5.10116774479361e-09,1.43279485967384e-05,7.91559371988075e-06,1.29957594850865e-05,2.75120234069629e-06,0.0608417607155844,0.939120219170776
3.66588752436655e-06,8.9767331991019e-06,8.05388020226178e-06,1.40869588786925e-05,6.0312048902434e-06,0.000836118126027018,0.000274628558048082,0.99884843865123
9.75873747165076e-09,1.3340310631146e-05,8.61005117085128e-09,0.00015490610425536,2.30470700261736e-05,0.000769771649015628,0.000592303140593824,0.998446613356689
7.00453376420237e-07,2.12870591257183e-06,5.82668160910569e-06,0.00180685867270477,1.14581697229302e-06,1.97581467445335e-05,1.26085035000729e-05,0.99815097301918
3.06819616184609e-08,2.88166651533167e-07,4.05059002264534e-05,0.00148977515682478,1.94787175616471e-08,1.6350481623937e-07,0.00516845682285507,0.993300760287947
