"Intercept","X3","X2","X2_X3","X1","X1_X3","X1_X2","X1_X2_X3"
8.93904255545382e-09,9.8640804957066e-06,2.12584254583716e-05,0.0182114909348275,1.46569505523225e-05,0.00432352832318121,0.000978816501588847,0.976440375844853
5.86276033744082e-12,1.81445833377649e-08,1.53660285156291e-10,0.000431566353042727,2.67396679671935e-08,8.44704964233802e-07,4.31207065688388e-06,0.999563231827562
2.79053047051254e-11,5.28206511985728e-06,1.15191853553273e-06,0.000338176580567951,1.89577014505447e-07,0.00849155440106822,0.000828880734995082,0.990334764694794
1.62881837878697e-08,2.53285792075946e-05,2.5447789853387e-07,0.00185578379544045,1.01667511188072e-06,0.000180138882168013,0.00037485681161572,0.997562604490374
2.91342669117062e-09,3.12978279576019e-06,4.82485232688437e-08,4.58088553528338e-05,2.82096937094011e-06,0.045338422423387,1.70425635588862e-05,0.954592724243585
1.24122080145049e-06,3.31987633724584e-05,0.00023532691494807,0.0029769533375193,0.00116784637245621,0.319935994767171,0.00442612764538928,0.671223310978343
1.11331956600245e-10,8.25180000683876e-07,2.51686884249921e-08,0.0911068086487962,2.96236817800917e-07,1.9080988536962e-05,1.38816349489665e-05,0.908859082030879
4.48792546785315e-11,0.000137767654317031,3.59935246113022e-08,0.000323619877235717,2.38183008443009e-07,0.0660033710601231,0.000174608584202013,0.93336035860271
1.75884461867031e-09,2.7915950223681e-06,7.17077899822181e-05,0.0273170259119415,2.23831276469386e-08,0.000122360645574406,0.000217712609859092,0.972268377305648
7.33220739541978e-12,2.67948072998722e-07,1.41808623888804e-08,0.000987981556642251,1.77127960203774e-10,3.56249941957447e-05,1.32926437144358e-07,0.998975978209329
1.91679413390182e-06,9.16145417646313e-06,0.0845567192011418,0.20700030267225,5.10413851297013e-07,8.89953521169387e-06,0.0388990087777076,0.669523481151527
2.10558847686516e-10,2.20881237918948e-09,8.25815113893416e-05,0.000252442395652683,3.89351741803922e-06,0.000179910738068974,0.0199816198230606,0.979499549595039
1.70865229551508e-07,4.93444569633965e-05,2.83201205555096e-06,0.00051058062917407,8.50432196121396e-05,0.0148926113885548,0.00345383402293904,0.981005583405471
1.03694445578107e-11,4.15692880193004e-06,2.37836449737942e-06,0.00543916349340013,1.02218816317454e-08,0.000124807981949334,0.000705926305972424,0.993723556693128
1.7581806056187e-10,0.00108459272708142,4.74931638828919e-08,0.0222972715317325,3.32931462186436e-07,0.00314314744244272,0.000534820767289755,0.972939786931009
9.44489678653975e-09,0.000963480514283859,9.25014642649861e-06,0.0450557433304888,9.4131745923501e-05,0.0113477262283383,0.019492459036096,0.923037199553546
4.18870168906829e-10,7.21009939969507e-09,8.58440169354325e-07,0.000399180004465462,6.8192512514234e-07,1.32902722990293e-05,0.000236890380997017,0.999349091347974
2.10443723272238e-09,0.000965629911368428,1.101724513861e-07,0.00811383078898009,4.19826405930458e-06,0.00856799388716959,0.00140780534244103,0.980940429529093
8.68190040780275e-09,9.84897028763076e-05,1.78478751750806e-07,0.0272907810931064,3.86406717927166e-06,0.0258205473445087,6.62639508293859e-06,0.946779504236594
2.72550929329049e-10,5.86263585759779e-07,1.4277466970752e-06,0.0033592127132588,6.18092499453389e-07,0.000685213581580674,0.000108267133894876,0.995844674195932
2.08784931799984e-08,0.00178982089379555,3.53018451842443e-06,0.0511044186457463,1.09557971941938e-06,0.0312039042169841,5.94138273054321e-05,0.915837795773438
8.92760317074828e-11,3.35102224164683e-06,1.12819525653156e-06,0.00110178096054055,6.82595242495594e-06,0.015973375521373,0.000743735348598596,0.982169802910289
1.46992495017709e-10,3.09118222768393e-05,1.20681949780653e-07,0.00174548439793963,6.69652142739906e-07,0.000640680128567427,0.00285016087178949,0.994731972298342
8.40749365112861e-10,5.89369205713199e-06,2.54254149194328e-06,0.00443047589416183,2.35713244295381e-08,0.00012028389460852,0.000126967551728809,0.995313812013878
1.83718901395935e-10,6.39803676164868e-06,5.74642893036562e-09,0.000154576152525258,4.71399534365791e-05,0.150363246238272,7.43267249485505e-05,0.849354306963908
9.27156892463779e-09,1.11378174629328e-07,6.88397096789675e-08,6.28459105637098e-06,2.8736189927137e-05,0.00106220565759266,0.00034059421015721,0.998561989861813
