Intercept,X1,X2,X3,Y
1.0,-0.97965014,-0.20511557,0.4944455,0.120990366
1.0,1.1938107,1.7078757,-0.39342928,0.6867765
1.0,0.5954305,1.5636233,0.1144954,0.6565341
1.0,-0.95254964,-1.3269024,-1.1867439,-1.4789065
1.0,0.56805795,0.63847995,-0.19037294,-0.94482833
1.0,0.2376121,0.054657683,0.68345356,1.7787504
1.0,-0.258327,0.10409844,-0.07793121,0.84570795
1.0,-0.80660284,-1.2935306,-1.5100956,-2.1845777
1.0,0.032286722,0.39315012,1.339441,0.656385
1.0,0.37017432,-2.1091733,0.25170732,-2.8947043
1.0,-1.5914805,-1.2207808,-0.8150792,-0.7574642
1.0,2.2547166,0.0014747381,1.2966069,1.5721459
1.0,-0.35624638,0.12217352,-0.14058259,-0.35085422
1.0,-0.3699566,-0.83553165,0.94889855,0.75774175
1.0,0.7814546,-0.52277505,0.70578706,-0.8371769
1.0,0.15603063,-0.10598029,-1.8979127,-1.604764
1.0,-0.05817514,-0.79876655,-0.087265804,0.06792635
1.0,-0.749393,-0.87166893,-0.39287296,-2.2209387
1.0,-0.76323164,0.23140168,-2.3522403,0.41677964
1.0,-1.1365997,-1.4953946,-0.5346662,-1.3189514
1.0,2.5154622,0.9337772,1.7812033,3.6028314
1.0,0.65987223,0.99816537,1.28088,1.5060081
1.0,0.2705358,-0.65971637,0.6716151,-0.22854842
1.0,-0.882787,-0.2079728,-0.21337825,0.57073396
1.0,-1.1443427,-0.95139563,-0.44915944,-1.7943025
1.0,-1.1351018,-1.2296379,-0.7355227,-0.45719087
1.0,-0.35359186,-1.2362164,-0.12652376,-1.3775119
1.0,-0.75593036,0.33738518,-0.07497348,-0.9255316
1.0,0.32032442,0.97901446,0.18621783,1.4615976
1.0,-0.64640576,-0.617916,0.4382882,0.9688005
1.0,0.40256837,0.51039946,-0.08485299,0.35181835
1.0,0.6470942,-0.21608406,1.2068765,-0.78234637
1.0,-1.3161147,0.87429166,-0.111901246,-1.6181234
1.0,-0.72077644,-0.40599492,0.34692794,0.8134371
1.0,-0.340461,0.30726168,-0.19600512,-0.1387209
1.0,1.7034216,1.31853,-1.1272552,0.86450136
1.0,-1.4031292,0.11491561,-0.09512833,-1.2626486
1.0,0.19479987,1.8908288,0.57162434,0.010831773
1.0,2.2370691,2.4038103,2.11522,0.693715
1.0,1.0435519,1.5490993,0.9228042,1.7923974
1.0,-0.5288873,-0.37602976,-1.6728706,-0.73182875
1.0,-2.1363778,-0.31623405,0.26424694,-1.3464189
1.0,1.3593234,0.6174747,0.70143765,2.1724162
1.0,2.3163364,0.16292143,1.0675449,1.7926502
1.0,-0.98843163,-0.24126281,-1.256572,-0.89233637
1.0,-0.24194321,-0.09838402,0.5524791,0.37038666
1.0,-1.330407,-0.48938218,-0.22881651,-1.0441716
1.0,1.3122227,0.5552522,-1.1871026,1.8091106
1.0,-0.669248,-0.89552176,-1.0177126,-0.9004814
1.0,-2.2968462,-1.6788347,-1.5388236,-3.1382632
1.0,0.55998665,0.8137571,0.66699165,1.3222337
1.0,-2.4064429,-1.439325,-2.1709683,-1.2125387
1.0,-0.080684766,1.3608035,1.1637135,0.63869387
1.0,1.1496468,0.6149272,-0.51217914,-0.26099044
1.0,0.24073792,-0.26209608,-0.031033073,0.33059227
1.0,0.43859905,0.18580794,1.188971,0.9922876
1.0,0.87236714,-0.1805079,-1.3298734,0.37637818
1.0,-0.13138191,0.10667973,-1.2442191,0.72023153
1.0,0.101693235,-0.33621752,-0.4217305,1.4039434
1.0,0.30069056,0.73495424,-0.747527,0.08396785
1.0,0.4138586,0.97345996,-0.09943506,0.540653
1.0,0.43610212,-0.057012945,-0.015050314,0.5621189
1.0,-0.07619578,0.17578834,0.92390424,0.17141806
1.0,-0.15457048,0.42212594,-0.06531721,-0.56544733
1.0,-0.6878015,-1.2074037,0.30592757,-0.7663544
1.0,-1.067404,1.4521797,-0.30001882,-1.5973048
1.0,-0.30946246,2.4050202,-0.38354003,-0.18698812
1.0,0.3975658,-0.51133496,-0.9715221,0.36137307
1.0,-2.3545935,-0.62051034,-1.1825428,-1.4869019
1.0,0.6137624,0.29011014,0.95381016,1.1186523
1.0,-1.201332,1.4852477,-0.7953092,-0.6126661
1.0,-0.4853967,-1.9612952,0.3933739,-1.4212062
1.0,-1.334023,-0.8883668,0.94361484,-1.3280976
1.0,-0.64827204,-0.91651213,-0.8480345,1.1870625
1.0,0.51785475,1.1045027,0.72891366,-1.163644
1.0,-0.40143988,0.27956784,-0.49057308,2.2252553
1.0,0.066417895,-0.3278455,0.805693,-0.5138456
1.0,0.99954724,2.2776515,3.3675826,1.9915819
1.0,1.1251835,-0.42102215,0.21027032,0.8431848
1.0,0.41140926,0.38054228,-1.0878469,0.40995398
1.0,0.75186706,-0.026207685,-0.9854168,-0.39365122
1.0,0.98822474,2.2093139,0.24152118,2.5902865
1.0,2.8318985,2.529472,1.5443114,3.147469
1.0,1.2254125,0.027874768,1.5823077,1.6138902
1.0,-1.1287237,-0.61986923,-1.4843631,-1.3299534
1.0,0.16470912,-0.026042946,1.8741968,0.8170694
1.0,0.29889998,-0.28691453,1.7466296,0.54117537
1.0,0.8737494,0.47184914,1.9231185,-0.19309115
1.0,2.4318116,1.6786909,-0.17786944,2.1073792
1.0,1.7092485,-0.8748639,0.18914762,0.655926
1.0,0.5995528,0.12750356,0.3907253,-0.37298208
1.0,-0.47897685,0.25059062,-0.69363904,-0.21707112
1.0,1.3146785,-0.67354995,1.6803087,3.4392362
1.0,0.20364815,0.059646122,0.41550663,1.5826435
1.0,0.39072964,-1.5641934,0.25055856,-0.5679631
1.0,-0.17349912,-2.4912498,-2.1036043,-1.9909976
1.0,0.9055179,0.41863894,1.7872674,2.2533355
1.0,-0.34520534,0.7061569,-1.2846228,0.81819415
1.0,-0.3981409,-0.93182266,-0.55154324,-1.5390818
1.0,-1.5591545,-1.3412335,-1.3794733,-0.51521647
