Intercept,X1,X2,X3,Y
1.0,1.414823,1.9418001,1.7693524,2.0353994
1.0,0.7042706,0.5920551,0.9436507,1.8102009
1.0,0.31093627,1.1935084,1.8639605,2.4062657
1.0,0.3764764,0.3868464,0.86856997,0.27780676
1.0,0.7801402,-0.21439046,0.52948284,-0.2118581
1.0,-0.39249253,0.43774775,-0.30296677,-0.34561494
1.0,-0.22510512,0.10740115,-0.6868616,-2.525941
1.0,-0.22434227,-0.2889737,0.4323519,-0.55012923
1.0,0.8128408,-0.77736706,-0.07076063,-1.1053913
1.0,0.27603066,-0.97708994,1.1146464,-0.11435869
1.0,-0.007917295,0.18116245,1.1101904,-0.023890376
1.0,0.38798377,-0.67783105,0.52400297,-0.17014246
1.0,0.17694613,-0.085517675,0.83713496,0.41302451
1.0,-1.2348465,-0.41332978,-0.8961326,-1.1418992
1.0,-1.4731109,-0.44654095,-0.48226544,-1.8448848
1.0,-0.7831079,-0.47464204,-0.74258715,-1.3163085
1.0,-0.051747657,0.65887797,0.44993934,0.2963592
1.0,-0.82854235,0.2663089,-0.89814293,-0.5370486
1.0,0.9838032,0.24008352,0.97768855,0.9580115
1.0,-1.3492563,-0.46112883,0.13811326,-1.5760093
1.0,-0.34323257,-0.64397573,-0.794573,-0.16921869
1.0,-1.0903463,0.050345838,0.08881652,-0.42677823
1.0,0.5136989,1.3712696,1.0691515,1.8812505
1.0,-0.49558517,-0.710285,-0.32536417,-0.5266858
1.0,2.0353365,2.3744423,1.0517995,1.9524087
1.0,-0.31464168,0.68984306,0.8030497,1.4748471
1.0,0.6011562,-0.13732472,0.7971946,0.10482821
1.0,1.4632397,1.7192423,1.9689819,1.405093
1.0,-1.16998,-1.3944557,-1.2033392,-3.2689633
1.0,-1.5323429,-1.3335782,-0.89834785,-1.3950272
1.0,-0.16398202,-0.8448304,-1.6966515,-0.3358958
1.0,0.01478917,0.5859052,0.06811719,0.99445707
1.0,0.4406692,-0.16094983,0.6572505,2.132164
1.0,-1.0561887,-1.3136482,-1.1639092,-1.080906
1.0,0.6749843,0.35576072,-0.015424907,-0.2766028
1.0,-1.9056005,-1.3608137,-0.7488382,-2.157056
1.0,0.06816091,-0.44630837,-0.44371235,-2.022332
1.0,1.5614451,0.22394693,1.4160609,1.9157474
1.0,1.2677075,0.44178933,0.4545341,3.2373495
1.0,-0.091082916,0.4404781,-0.3177231,0.70249116
1.0,0.8162181,-0.25636536,-0.27708006,2.579512
1.0,-0.050240412,0.4593539,-0.24483995,0.587458
1.0,0.5646812,1.1570361,0.6633364,1.5635705
1.0,-0.254976,-0.005941212,0.23005405,-0.63233864
1.0,0.06936068,-0.67592573,-0.8051112,0.4168994
1.0,-2.284172,-2.0533388,-3.07443,-0.6439271
1.0,-0.091141865,-0.36387932,-0.9902493,-0.73397386
1.0,-0.43257222,0.9099934,-0.054270208,0.9871745
1.0,0.77155215,0.0933817,0.39004412,1.8410816
1.0,-1.5082489,-0.64015514,-0.3816213,-2.4091854
1.0,1.0772196,0.7890316,0.71886706,1.6556419
1.0,-0.28078288,-0.56557536,-0.4118691,0.060373873
1.0,1.4387103,1.5470014,1.4140431,1.1115868
1.0,0.5268001,0.46313387,0.54625976,0.029808879
1.0,-0.3383058,-0.2959123,-0.25336254,0.7802117
1.0,-0.11953437,-0.011414833,-0.54391056,1.3066641
1.0,-0.78142387,-1.1890769,-0.17886668,0.030328155
1.0,-0.14872852,0.4528751,0.8816393,1.2163591
1.0,-0.8665884,0.15149862,-0.7978767,-0.8527261
1.0,-1.846824,-1.1567017,-1.9365724,-1.0209298
1.0,1.218728,0.7590489,0.9590767,0.57957256
1.0,-0.23213466,0.09960045,-0.32401362,-1.518846
1.0,1.355,1.2857608,0.8278154,0.7124741
1.0,-1.0698433,-0.38299027,-2.0472357,-1.2445922
1.0,0.6696251,0.12251142,-0.80540407,0.6614041
1.0,-0.7974804,-0.42194423,-0.762775,-0.07457435
1.0,0.6286525,-0.39197022,1.2153345,1.7147607
