target,intercept,X1,X2,X3,X4
1.0,1.0,1.284141,2.3131096,-0.026679039,-0.6096654
0.0,1.0,-0.68273485,-1.3996772,-1.5556313,1.0128555
0.0,1.0,-0.95138896,0.022489637,-0.41939825,0.6875879
1.0,1.0,1.1210965,0.30749387,0.35873267,-0.42045707
0.0,1.0,0.9825573,-0.6031045,-0.6412624,-0.87627393
0.0,1.0,-0.21021503,-1.6630195,-1.482214,-0.40822643
0.0,1.0,-0.4207877,0.1448473,-0.96976733,-0.88481396
1.0,1.0,-0.84720564,0.49337786,1.1504966,-0.20520678
0.0,1.0,-0.4666423,0.7054564,-0.3387588,0.0057978313
1.0,1.0,0.89430434,0.6560157,0.9280462,0.010277569
0.0,1.0,0.24811952,-0.050045855,-1.1142005,-0.23075458
1.0,1.0,0.53306925,-0.25352067,1.3985783,-0.10700524
1.0,1.0,1.6072135,0.11633283,1.7338357,1.432852
1.0,1.0,-0.95147645,-0.48027653,0.839885,1.0045961
1.0,1.0,0.5340063,0.18085118,-0.02057609,0.7033709
0.0,1.0,-0.10322571,-0.98994434,-0.098781034,-1.1941293
0.0,1.0,-0.6336651,-1.1292077,-0.95285594,0.4989856
0.0,1.0,0.07978725,0.1883828,0.13491577,-0.6826433
0.0,1.0,1.2739875,-2.1664038,-0.5571486,-1.0261407
1.0,1.0,-0.029037228,0.33804297,-0.33980218,0.6268203
1.0,1.0,-0.6401173,-0.65628827,0.47072637,1.9038103
0.0,1.0,-1.1127417,0.83989537,-0.23541902,0.54723155
1.0,1.0,0.7621835,-0.09742591,0.6026938,0.9783739
1.0,1.0,1.045902,0.6352795,0.3696628,0.07935488
0.0,1.0,-0.07330281,-0.8773922,1.085058,-0.120336324
