Intercept,X1,X2,X3,Y
1.0,1.4214159,0.70608056,0.20131397,3.3920794
1.0,0.14965191,1.4760373,0.518483,2.0759766
1.0,0.66644996,-0.7170604,0.91762936,-0.038718104
1.0,-0.4408807,-0.23313916,-0.1145863,-0.80744493
1.0,0.7143148,-0.11550921,0.1400992,1.9659734
1.0,1.3069316,-0.06354201,1.3718125,3.8770351
1.0,0.00064522226,-0.10889728,-0.9651961,-0.9678912
1.0,-0.3023629,0.19715977,1.9833051,2.982968
1.0,0.18568258,-0.4453122,0.6453797,0.0678038
1.0,0.7333406,0.5062039,-0.40887973,0.027668297
1.0,-0.0903236,0.19313449,-0.057605606,0.20361349
1.0,0.7147421,0.02277875,0.5440698,4.1341844
1.0,-0.8455371,-0.62450355,-0.0874514,-1.230717
1.0,-1.8781531,0.41092062,-1.2512435,-3.5049098
1.0,1.5413328,-0.87519395,-0.3063711,0.51312816
1.0,-0.26256198,0.8779511,0.1350488,1.0440588
1.0,0.52280974,0.40557438,0.17145404,0.73329747
1.0,0.068401106,-0.29533795,1.4128629,3.1287174
1.0,-0.22060764,0.24899083,1.0601523,1.8119605
1.0,1.4176499,-0.75379294,0.951923,2.626838
1.0,1.5237467,0.6582174,-0.55492467,-0.046571493
1.0,-0.40246654,-0.92393327,-0.27893013,-1.4805065
1.0,-1.0281535,0.5800947,0.8595036,0.74817413
1.0,1.2940364,0.2833596,1.6460365,4.249486
1.0,-0.95356905,0.68983436,0.6786921,1.5508385
