Intercept,X1,X2,X3,Y
1.0,-2.0208683,1.6103123,-0.4395625,-0.93704784
1.0,0.16876051,0.32571977,-0.2331768,-0.50829464
1.0,-1.4685854,-1.1740669,-1.361143,-3.9704902
1.0,1.153719,0.21301924,0.098055035,1.4322004
1.0,-0.70603216,0.9674971,1.263591,2.353787
1.0,1.5906109,-0.42554334,-0.34552076,1.4424603
1.0,0.44405147,0.9259523,0.21397856,1.7761148
1.0,0.08362825,-0.20530671,2.2073524,1.5943695
1.0,-1.2641017,-1.2029179,0.61856496,-2.3379931
1.0,0.18308482,-0.74969584,0.9917476,-1.2494428
1.0,0.50262433,0.41764086,0.1564315,4.227308
1.0,1.4778849,0.19993947,-0.30990982,1.3781247
1.0,1.3984549,2.0075107,-2.0035188,3.7050595
1.0,1.1115539,-0.79967195,-1.2628586,0.7150643
1.0,0.13720495,-1.6761298,-0.07042699,-1.3895745
1.0,0.3343184,0.2845537,0.008298375,0.94776446
1.0,0.037170794,1.6631839,-0.44348153,3.3899374
1.0,-0.8429718,0.09624409,0.45368546,0.57322896
1.0,0.6736878,0.7860909,-0.11389298,0.7750039
1.0,0.10249319,2.1517496,-0.7169143,2.8426945
1.0,-1.4070017,-0.03558849,1.5583377,-0.3220422
1.0,-1.6090258,0.7827366,-0.17112887,-1.0352362
1.0,1.1617055,0.83134884,1.4197794,4.250924
1.0,1.2783287,0.4461988,1.2648764,3.4606438
1.0,-0.092007875,-1.6468481,0.90706116,0.021417618
