target,intercept,X1,X2,X3,X4
1.0,1.0,0.641087,0.30348778,0.59223205,1.2878695
0.0,1.0,-0.7288125,-0.88197994,-1.2595125,-1.2296616
0.0,1.0,-0.031793647,-0.5526884,-0.4742334,-0.63708436
1.0,1.0,0.6025604,0.7804462,-0.4740613,1.0412911
0.0,1.0,-1.8915985,-1.2981517,-1.5076661,-1.9083737
1.0,1.0,1.3182874,1.2867507,0.91646886,1.3522009
1.0,1.0,2.741772,1.7563986,2.2298717,2.4882984
1.0,1.0,0.08156812,0.061098475,0.21499358,0.9103236
1.0,1.0,0.83865476,1.2388221,1.1228836,0.8572228
1.0,1.0,-0.074789576,-0.075276196,0.47909048,-0.88232124
1.0,1.0,-0.8889455,-0.21019483,-0.3974092,-0.25330073
1.0,1.0,0.383587,0.6035334,0.7254385,-0.07010734
0.0,1.0,-0.7331884,-0.764854,-1.2297276,-0.81278056
1.0,1.0,-0.6936948,-0.21748742,0.46716624,0.2869829
1.0,1.0,0.7859372,0.13799909,0.3641503,-0.12770954
1.0,1.0,1.8821572,1.1226244,0.9443109,1.2091717
1.0,1.0,2.4261966,1.3765712,2.7342036,1.8577793
1.0,1.0,1.0406036,0.4672924,0.691341,2.1584024
1.0,1.0,0.48015547,0.6701158,1.5636784,0.58255893
0.0,1.0,-1.1443014,0.31969,-1.4505308,-1.5802377
1.0,1.0,0.141237,1.2079248,0.9689499,0.8077193
1.0,1.0,-0.069755256,0.52310824,0.504423,-0.38072705
0.0,1.0,0.1980713,-0.19173661,-0.22372441,-0.21835731
1.0,1.0,0.07933742,0.7042081,0.9104979,1.0336577
0.0,1.0,0.39856222,-0.78365517,-0.3661542,0.6723743
1.0,1.0,1.7450756,0.714056,1.2785002,1.5010602
0.0,1.0,-1.74112,-1.2633383,-0.52819145,-1.5592827
1.0,1.0,1.1241548,0.6622653,0.5388372,0.5182736
1.0,1.0,-0.10808112,0.082521215,0.016228871,0.3015497
1.0,1.0,1.1730657,0.7205421,1.0406407,-0.23828524
0.0,1.0,0.6412192,0.5035925,-0.29917842,-0.15566307
1.0,1.0,1.2852306,1.0447024,0.45934206,1.032387
0.0,1.0,-1.0160007,-1.0031133,-1.1705365,-0.26252544
1.0,1.0,0.28548652,0.1584312,0.6782314,0.33586952
0.0,1.0,-0.54643387,-0.9564408,-1.2321577,-0.55152833
1.0,1.0,1.9617645,1.9865516,1.5338539,1.8665287
0.0,1.0,-0.46853417,0.025473297,-0.39636517,-0.6096275
1.0,1.0,1.1430393,0.72000015,0.6582129,0.7722059
1.0,1.0,0.9072158,-0.25624228,0.75778055,1.8543627
1.0,1.0,0.10084854,0.77228016,0.3200366,0.26262206
0.0,1.0,0.14142737,-0.8625601,-1.4310019,-1.0525893
0.0,1.0,-0.72484595,-1.027786,-1.4838709,-0.9156363
0.0,1.0,-0.3288483,-0.4938122,-0.9731678,-0.5104624
1.0,1.0,0.6041698,0.87412864,1.1731435,0.8051671
0.0,1.0,-1.7042964,-0.62615937,-0.1957295,-0.2100119
0.0,1.0,-2.4288762,-2.9016762,-1.3032162,-2.4830985
0.0,1.0,-0.7508371,-0.50901854,-0.31881845,-0.32791066
0.0,1.0,-0.6618032,-0.2966,-0.49059212,-0.2994094
1.0,1.0,1.2191094,0.3904227,0.5763204,1.3657146
0.0,1.0,-0.8722086,-0.59771943,-1.1571195,-0.057394087
0.0,1.0,-0.445454,-0.85020864,0.5428058,-0.9730743
1.0,1.0,-0.15993418,0.19982405,0.62176555,0.2922835
0.0,1.0,-0.37934473,-0.32683492,-0.6534612,-0.8400223
0.0,1.0,-0.52078354,-1.2791806,-0.49670595,-0.80904937
1.0,1.0,-0.63124865,0.2669158,0.07646431,0.2471587
0.0,1.0,-0.79346055,-0.56911236,0.10230988,0.07680392
0.0,1.0,-2.0364633,-1.2920221,-2.230418,-1.5484499
0.0,1.0,-0.5880051,-0.49307686,-0.35160387,0.016302437
1.0,1.0,1.1157289,0.45413533,0.13770264,0.12370658
1.0,1.0,1.7304615,0.42651337,1.2368239,0.03562498
0.0,1.0,-1.497697,-1.5977056,-1.1005454,-2.761535
1.0,1.0,0.7459066,0.15313497,0.03680256,0.46150854
1.0,1.0,1.191344,0.66272867,0.5927,0.2350598
0.0,1.0,-0.86815375,-0.62527347,-0.8686551,-1.1260128
1.0,1.0,-0.041619945,-0.11446996,0.069182426,0.11853159
0.0,1.0,-0.9690786,-1.3756837,-1.2820344,-1.8781207
1.0,1.0,1.4160161,1.6179097,1.4539812,1.7618952
1.0,1.0,-0.028884577,-0.92692864,-1.1125724,-0.40324593
1.0,1.0,0.08484868,0.19984627,0.57432693,0.8219316
1.0,1.0,0.11716173,0.7858369,0.43496555,0.5733527
1.0,1.0,0.55643207,1.1162994,0.19069207,1.5578771
1.0,1.0,-0.92334366,1.1466312,-0.52483565,-0.018375084
1.0,1.0,0.768482,0.77215326,1.4407015,0.7389603
0.0,1.0,-1.8527094,-1.0146067,-1.389451,-0.9232
1.0,1.0,0.20677325,0.8042091,-0.27321422,1.0510424
1.0,1.0,0.6176375,-0.589394,0.48871154,0.013942242
1.0,1.0,1.9365059,1.4795598,2.102117,2.4756417
1.0,1.0,1.7439795,1.160707,1.2367117,0.9686544
1.0,1.0,-0.49111807,-0.45070335,-0.09513414,-0.0075689554
1.0,1.0,0.33586273,-0.845211,0.42283,-0.06539465
0.0,1.0,-1.21296,-1.5781293,-1.4299302,-1.3231758
1.0,1.0,0.044049367,0.5706426,0.5047782,0.6485733
0.0,1.0,-1.1655796,-1.3558375,-1.8267188,-1.7387905
0.0,1.0,-1.0326872,-0.23763031,-0.13724354,-0.61807156
1.0,1.0,0.23450774,0.90035665,0.77375495,0.09692702
1.0,1.0,0.47051084,-0.16496119,0.7505037,-0.22976583
1.0,1.0,0.7242843,1.0186007,0.29991493,0.9036863
0.0,1.0,-0.6706775,-0.46433634,-0.28141418,-0.5921614
0.0,1.0,-0.4316011,-0.58608156,-1.0584145,-0.8260127
1.0,1.0,2.469853,1.7961035,2.8765197,1.1557359
0.0,1.0,-0.32681617,-0.5656424,-1.077282,-0.33884445
1.0,1.0,0.30581057,1.1242828,0.44750398,0.87336063
1.0,1.0,-0.55227005,-0.32786041,0.15693507,0.15555555
1.0,1.0,0.38629022,0.38622272,0.30829775,0.7372229
1.0,1.0,-0.3190736,-0.3969064,0.070866585,0.30243856
0.0,1.0,-0.03536544,-0.10853053,-0.11590882,-0.44025543
0.0,1.0,-1.1523556,-0.59799385,0.059907317,-1.170285
0.0,1.0,-1.6221886,-0.59374595,-1.8775191,-1.8189759
1.0,1.0,2.3036654,1.3407762,0.4775958,1.2838606
0.0,1.0,0.3065451,-0.81058985,-0.47125915,-1.3615335
