Intercept,X1,X2,X3,Y
1.0,-2.631984,0.5079172,0.8862129,-2.5748231
1.0,-0.29042274,-0.91807497,1.6922418,-0.078424826
1.0,-0.44319585,0.8974027,0.5294182,0.06459463
1.0,-0.61186504,0.5265419,-0.24769598,-0.9843078
1.0,0.7267251,-0.23127021,-0.8449586,-1.9898672
1.0,-1.8333946,-0.33205563,-0.14387593,0.8429326
1.0,-1.3947489,0.6736716,-1.7982748,-1.3057905
1.0,-0.08022009,0.53785,0.97067726,-0.505177
1.0,-0.29958695,-0.12851503,-0.05674441,1.2215269
1.0,-1.2599406,0.82111555,0.36635825,1.3041054
1.0,-0.65517205,0.6004259,0.6550943,0.7634857
1.0,1.4046016,-0.065530024,0.060251158,0.99622226
1.0,-1.0282696,-1.9857023,0.612016,-1.3359563
1.0,-0.38962728,0.3081462,-2.125414,-0.68427086
1.0,1.5902715,-0.8323213,-0.22147217,-0.80732554
1.0,0.88363993,0.08735363,0.96121466,0.86450416
1.0,-1.5549347,1.1847619,2.0328834,0.15640359
1.0,0.06404068,-1.5143178,1.0881288,-0.10366615
1.0,-0.4164316,-1.0150391,-1.7256002,-2.0056474
1.0,0.27694613,-0.1915633,-0.7333174,-0.41909102
1.0,-1.3205239,-0.5913162,-0.5917233,-0.3602965
1.0,0.6538265,2.016196,0.8388769,0.29159594
1.0,0.7513824,0.1680073,0.2947472,0.010984063
1.0,0.025268668,-0.21017396,-0.7823459,-0.950148
1.0,1.2542249,0.86780065,1.546654,0.13582885
1.0,0.22066866,0.3391565,0.72101986,-1.0682025
1.0,0.67277616,-1.8403112,-0.64454156,-0.41380954
1.0,-1.4031754,-0.5910713,1.8265289,-0.36868468
1.0,2.6422625,2.325481,-0.14688684,2.7630534
1.0,-1.3249464,0.6899356,-0.18224362,0.09908989
1.0,0.79425734,0.7290073,0.54285276,-0.66776574
1.0,0.03200967,-0.33081752,1.453069,0.03240484
1.0,-1.4118302,-0.13185653,0.20469384,-1.8127756
1.0,2.267712,0.8957266,0.6332609,1.1036558
1.0,1.14976,-2.6781938,-0.3291101,-1.675835
1.0,0.25192568,-0.7007301,1.6936997,0.8458128
1.0,0.18565157,-1.112249,0.20328617,-2.529802
1.0,1.467393,0.7289569,1.8511834,2.9605975
1.0,0.48932168,-1.6610007,1.4137747,1.9088895
1.0,0.70856977,0.28236428,0.36342824,0.7630655
1.0,-0.4112036,-0.13091797,0.75823224,-0.3945536
1.0,-0.1359151,-1.5519637,-0.6231678,-0.5467876
1.0,0.66364324,-1.0154009,-0.07096347,1.1698757
1.0,-0.556128,0.3627796,0.9841669,-0.31217998
1.0,-0.7621123,-0.5929328,-0.70640624,-0.9084561
1.0,0.65676004,0.40011275,0.121357925,-0.36519557
1.0,1.2433938,-0.41218036,1.3576946,0.36033615
1.0,-1.2921549,1.2675236,-0.32338497,-0.84305596
1.0,0.6080894,-0.5412303,0.31255203,1.4618585
1.0,-0.43797213,1.5281112,0.32578638,2.1319728
1.0,1.1905909,-0.2425377,0.03632383,-0.65296507
1.0,-0.2929624,0.44483083,-0.83881813,-0.1293065
1.0,0.8087488,0.44756344,-1.3102627,-1.0480267
1.0,0.38609427,0.031753443,-0.71116656,-1.4877061
1.0,0.7139322,-1.2843632,0.79248667,0.7476841
1.0,-0.85371655,0.58824795,0.40643883,-0.5914716
1.0,-0.50387037,1.3848388,-0.38695976,0.6099508
1.0,2.3591745,0.16377178,1.0025835,0.800963
1.0,1.3005517,1.0439644,0.6872071,1.292688
1.0,0.3423401,-0.06994473,0.036256954,-0.23590146
1.0,0.24409828,2.8241498,0.2121715,2.6159368
1.0,0.34371874,-1.0350056,0.11924682,-0.24304056
1.0,0.6300663,1.4797686,-1.5813892,-0.48203132
1.0,0.6503736,-1.1381621,0.21968871,0.71057653
1.0,-2.4932573,-0.4476265,1.7217573,-1.7974706
1.0,0.4735567,2.3518991,-1.2684268,2.0059543
1.0,-0.43095043,-1.3338441,-0.11319604,0.257231
1.0,-0.1689892,0.87836194,0.0049572997,0.64901286
1.0,-1.3859988,1.0302325,0.17082901,0.2019827
1.0,-0.7315607,-1.5013517,-1.1617227,-1.0161917
1.0,0.43513295,0.29441875,-0.47906762,0.026229024
1.0,1.2079718,-0.54634047,-1.1366112,1.3406823
1.0,2.021,0.32965297,-1.3237243,0.87442094
1.0,0.9142774,0.35864323,1.3451596,2.2023864
1.0,1.8368506,-0.45415324,-0.17417884,0.692607
1.0,0.83277494,-0.37152594,-0.27784362,0.32900503
1.0,0.46274886,-0.95341593,-0.20149289,1.6434944
1.0,-0.2507306,0.8075931,-0.4983804,1.0881746
1.0,0.3366443,-0.8022224,-1.2686117,0.09386766
1.0,-1.3951029,-0.38725254,-1.0061895,-2.4722748
1.0,0.49195817,-1.7658901,-0.83447814,-0.35088205
1.0,0.7916916,0.021326903,-0.9982256,-0.630396
1.0,-0.19969492,-0.52149403,-0.26859307,-0.34513283
1.0,-0.7298201,-1.346644,-1.0066118,0.9888443
1.0,0.022851758,-1.3611548,1.3373978,-0.47423166
1.0,0.57026684,1.2991688,-0.54102635,0.5103598
1.0,0.09584317,0.66220146,2.0869064,1.0836029
1.0,-0.038253736,0.1283578,-0.60553616,1.5163038
1.0,-0.19267328,0.5988803,-1.1824659,-0.9309903
1.0,-0.92080367,-1.0556034,1.8322779,0.25016844
1.0,-0.83018404,0.23261732,0.62750065,1.1475542
1.0,1.0500499,0.08188799,2.1990452,0.6362376
1.0,-1.2599769,0.9965346,0.112296216,-0.3179764
1.0,-2.0510576,-1.0499312,0.6399027,-0.69898635
1.0,-0.51419514,-0.2011355,1.7265286,1.8065447
1.0,1.6419251,0.6731531,2.177061,0.9232326
1.0,1.1874288,-0.37978145,-1.2071455,0.3079573
1.0,-2.2825575,-1.8914902,-0.034444325,-1.625549
1.0,0.3436074,1.0529776,-0.036444023,1.0613146
1.0,0.012269089,0.37946048,1.1289706,-0.64582807
