target,intercept,X1,X2,X3,X4
0.0,1.0,-0.61656183,-1.0050488,-1.7006527,-1.7328982
1.0,1.0,-0.26438576,0.118808135,0.32149965,0.37772796
1.0,1.0,0.31635323,-0.053019553,0.40623552,-0.34727785
1.0,1.0,1.128487,1.0726577,1.0713345,1.2800812
1.0,1.0,1.0977961,1.0745304,1.8583269,0.93105555
1.0,1.0,1.1058416,0.7383144,0.7487941,0.7673293
0.0,1.0,-0.8833421,-0.57778454,-1.0276011,-0.31515783
1.0,1.0,0.5367148,0.9996137,1.0243486,1.3739953
0.0,1.0,-0.5774002,-0.61997086,-0.8141477,-0.35738596
0.0,1.0,-0.007240795,-0.31144005,1.2128358,0.073254064
1.0,1.0,0.78339183,1.4525859,-0.228356,1.0953017
1.0,1.0,0.5392268,-0.13089672,-0.11518276,0.5594405
0.0,1.0,-1.29401,-1.7549956,-2.0362377,-1.3183869
0.0,1.0,-0.0150538245,-0.62257296,-0.10923284,-0.18340296
0.0,1.0,-0.60907966,-0.6320993,-0.4137685,-0.10031009
1.0,1.0,0.65443134,0.5556784,1.6658311,0.37164783
0.0,1.0,-0.6811424,-0.87305295,-1.421658,-0.7080268
0.0,1.0,-1.510397,-0.81826925,-1.6524998,-0.49898893
0.0,1.0,1.0295914,-0.48189706,0.004397437,0.41321695
0.0,1.0,-0.670484,0.16370535,-0.8414987,-0.48680604
0.0,1.0,-0.5498103,-1.3681506,-0.58569545,-0.37474358
0.0,1.0,-0.43936843,-0.27185306,-0.26132065,0.16424623
0.0,1.0,-0.9703292,-0.8350083,-0.8790915,-0.1760202
0.0,1.0,-0.2231024,-0.8920917,-0.17675215,-0.1880354
0.0,1.0,-0.08528849,-0.49110633,-0.2691402,-0.6246388
