Intercept,X1,X2,X3,Y
1.0,0.13793173,1.4961962,-0.26557386,4.0978413
1.0,-1.211985,-0.4009784,0.016635418,-2.8623796
1.0,0.4774036,0.04995653,-0.045713156,2.180463
1.0,-0.5850316,-0.19318202,-0.6446123,-5.5928006
1.0,1.0848703,0.6212901,0.90240955,8.286733
1.0,0.6844368,-0.21621531,0.08990564,2.4884977
1.0,0.63528645,0.24270162,-0.7218623,-1.1087313
1.0,-0.6149633,-0.38721287,-0.8274069,-5.2335424
1.0,0.35585323,-0.8279047,-0.8974533,-6.45272
1.0,-1.1997719,-0.8260344,-1.3110193,-11.098122
1.0,0.91472524,0.74386454,0.4066478,5.8964853
1.0,0.15268469,0.002540633,0.15117228,1.451264
1.0,0.3851972,0.080617145,-0.43472144,0.34835875
1.0,1.2379514,1.2533422,1.2292998,11.633562
1.0,0.2872569,0.71626645,0.44078273,4.560625
1.0,-0.6230135,-0.60956913,-1.2666329,-9.245655
1.0,-0.37181547,-0.23547165,-0.010007054,-0.24887812
1.0,-1.4074588,-1.4894841,-1.1908827,-13.571431
1.0,-0.020647496,-0.28783047,0.2930158,0.19815198
1.0,0.31267923,0.09633708,-0.5828222,-2.201209
1.0,1.9384224,0.8721921,0.9517731,9.758782
1.0,0.9324222,0.48316693,0.24805763,5.1845045
1.0,0.075445935,0.5960796,0.6421956,5.978323
1.0,-1.5290484,-1.1999279,-2.1531582,-17.499395
1.0,0.7366549,-0.009480238,1.393744,8.218535
